engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,0,2,2,7557000,6,4231800,9004,5260,2333,41900,4200,327500,100,111300,2333,0,5,1,1705500,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,1,2,2,8372800,6,6039000,9004,5260,2333,44000,4600,160900,0,136400,2333,0,5,1,1524400,5,1,500
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,2,2,2,6421000,6,4440000,9004,5260,2333,39100,3200,178700,0,44000,2333,0,5,1,1554200,5,1,500
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,3,2,2,8588000,6,5730300,9004,5260,2333,38500,4200,147600,0,68000,2333,0,5,1,2008300,5,1,700
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,4,2,2,7536800,6,5180800,9004,5260,2333,38600,3400,235000,100,93200,2333,0,5,1,2567500,5,1,700
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,5,2,2,7243500,6,3879400,9004,5260,2333,38300,3100,167300,0,65300,2333,0,5,1,1966900,5,1,600
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,6,2,2,8432200,6,5292800,9004,5260,2333,68300,3900,410200,0,410500,2333,0,5,1,1658100,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,7,2,2,7504300,6,5532900,9004,5260,2333,41600,2700,148600,100,44000,2333,0,5,1,1734800,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,8,2,2,8788200,6,5219200,9004,5260,2333,39900,3000,156700,100,75800,2333,0,5,1,1830800,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,9,2,2,8772900,6,5925800,9004,5260,2333,95000,3800,181300,100,138800,2333,0,5,1,2200400,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,10,2,2,6903300,6,4937500,9004,5260,2333,39100,2100,153500,100,40400,2333,0,5,1,2705100,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,11,2,2,7315500,6,4483500,9004,5260,2333,186600,3500,159200,100,137900,2333,0,5,1,1716500,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,12,2,2,6331300,6,4502100,9004,5260,2333,36900,3000,138600,0,48000,2333,0,5,1,2337100,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,13,2,2,7766200,6,5064100,9004,5260,2333,40000,3200,280000,100,119000,2333,0,5,1,1967000,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,14,2,2,7169700,6,4629700,9004,5260,2333,37900,2800,220100,100,210900,2333,0,5,1,2158300,5,1,600
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,15,2,2,6952100,6,4468000,9004,5260,2333,39800,2500,340700,100,134600,2333,0,5,1,1550400,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,16,2,2,7843800,6,5396200,9004,5260,2333,39800,2600,236800,0,219100,2333,0,5,1,2074700,5,1,600
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,17,2,2,8298300,6,5534500,9004,5260,2333,37500,2600,250500,0,95500,2333,0,5,1,2770400,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,18,2,2,7314500,6,4048600,9004,5260,2333,38800,3100,176500,0,67200,2333,0,5,1,1601100,5,1,700
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,19,2,2,7422900,6,5252800,9004,5260,2333,44900,3300,148900,100,285700,2333,0,5,1,2844200,5,1,600
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,0,3,3,14840800,9,10222000,18870,11240,4852,92700,5200,462100,0,207100,4852,0,5,1,2403400,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,1,3,3,13818300,9,9416400,18870,11240,4852,88100,4200,346900,100,157800,4852,0,5,1,1642400,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,2,3,3,15568100,9,10929700,18870,11240,4852,108900,6000,513200,0,275400,4852,0,5,1,1517700,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,3,3,3,15966100,9,10593600,18870,11240,4852,108700,5200,721000,0,405300,4852,0,5,1,1973400,5,1,500
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,4,3,3,17163300,9,12224200,18870,11240,4852,92800,4400,376300,200,475600,4852,0,5,1,2988600,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,5,3,3,17947800,9,11782300,18870,11240,4852,94100,6700,510200,0,325900,4852,0,5,1,3305200,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,6,3,3,17936100,9,13523200,18870,11240,4852,100200,4500,361800,100,225200,4852,0,5,1,1865700,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,7,3,3,17621100,9,12897600,18870,11240,4852,98500,4000,713000,100,189700,4852,0,5,1,2083600,5,1,31200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,8,3,3,16128700,9,10691800,18870,11240,4852,98800,5300,437100,0,379400,4852,0,5,1,2616700,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,9,3,3,16302200,9,10364800,18870,11240,4852,129700,6000,411600,100,245200,4852,0,5,1,2105000,5,1,500
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,10,3,3,15943500,9,11018100,18870,11240,4852,322600,6900,386000,0,308700,4852,0,5,1,2186100,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,11,3,3,18105300,9,11536100,18870,11240,4852,153500,5000,1255900,0,356000,4852,0,5,1,2025200,5,1,600
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,12,3,3,18389000,9,13680300,18870,11240,4852,129200,5300,473000,0,358500,4852,0,5,1,2168200,5,1,900
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,13,3,3,15404200,9,10360900,18870,11240,4852,96400,7100,327400,0,555500,4852,0,5,1,1644700,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,14,3,3,15659200,9,11221000,18870,11240,4852,123700,6200,446100,100,253900,4852,0,5,1,1538800,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,15,3,3,16860000,9,12222300,18870,11240,4852,87400,4600,417900,0,447900,4852,0,5,1,1568700,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,16,3,3,14149000,9,10068500,18870,11240,4852,88500,5300,301800,0,127100,4852,0,5,1,1742900,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,17,3,3,14501700,9,9288500,18870,11240,4852,88800,4200,301800,100,340700,4852,0,5,1,1997200,5,1,300
