"engine","track","schema_id","workload","input","sample_index","operation_count","process_key_calls","process_key_ns","translator_calls","translator_ns","lookup_views_visited","owned_candidates_materialized","candidates_sorted","candidate_sort_ns","userdb_merge_ns","filter_pipeline_ns","ranker_pipeline_ns","ai_merge_ns","candidates_stored","context_full_snapshot_candidates_cloned","context_page_snapshot_candidates_cloned","abi_get_context_calls","abi_get_context_ns","abi_candidates_exported","abi_free_context_calls","abi_free_context_ns"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","0","2","2","7417200","6","4656500","9004","5260","2333","37000","3400","302200","100","314300","2333","0","5","1","1896600","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","1","2","2","6671700","6","4405000","9004","5260","2333","216600","3900","153100","0","58100","2333","0","5","1","1703700","5","1","600"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","2","2","2","7016500","6","4536600","9004","5260","2333","37900","2600","151900","0","117700","2333","0","5","1","2284400","5","1","700"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","3","2","2","6718700","6","4317300","9004","5260","2333","37900","2300","248000","0","47100","2333","0","5","1","1770200","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","4","2","2","6241800","6","4417400","9004","5260","2333","38500","2500","132600","0","50900","2333","0","5","1","2038600","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","5","2","2","7136800","6","4541400","9004","5260","2333","50500","4400","321900","0","96200","2333","0","5","1","2004000","5","1","700"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","6","2","2","9073700","6","6036800","9004","5260","2333","40400","3300","168600","100","74200","2333","0","5","1","2062700","5","1","700"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","7","2","2","7109800","6","5069200","9004","5260","2333","38500","4200","135800","0","44600","2333","0","5","1","2165700","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","8","2","2","7858700","6","4456300","9004","5260","2333","49000","3400","168200","0","122700","2333","0","5","1","2200800","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","9","2","2","8890300","6","6102500","9004","5260","2333","61100","3600","222800","0","118300","2333","0","5","1","2017100","5","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","10","2","2","6831100","6","4932900","9004","5260","2333","39300","9800","146500","0","53100","2333","0","5","1","1984300","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","11","2","2","6055800","6","3960600","9004","5260","2333","37300","2800","138300","100","54800","2333","0","5","1","2026300","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","12","2","2","6783200","6","4243800","9004","5260","2333","37900","2500","154200","0","113100","2333","0","5","1","2000800","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","13","2","2","7380300","6","4701900","9004","5260","2333","37300","3000","137500","0","160800","2333","0","5","1","2206900","5","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","14","2","2","7704200","6","4919600","9004","5260","2333","38000","3100","148000","100","195000","2333","0","5","1","2108000","5","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","15","2","2","6884100","6","4414700","9004","5260","2333","73100","3700","218000","100","114700","2333","0","5","1","2100000","5","1","300"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","16","2","2","6731500","6","4715600","9004","5260","2333","47300","3100","170400","0","138300","2333","0","5","1","2247600","5","1","600"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","17","2","2","7260800","6","4730500","9004","5260","2333","39100","3500","187400","100","62500","2333","0","5","1","2271800","5","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","18","2","2","6953800","6","4892900","9004","5260","2333","38600","2900","149700","0","117100","2333","0","5","1","2221200","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","19","2","2","7346400","6","4367400","9004","5260","2333","39400","4500","156600","200","57200","2333","0","5","1","1776700","5","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","0","3","3","15819800","9","10668000","18870","11240","4852","93400","3900","340000","0","274100","4852","0","5","1","2371900","5","1","300"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","1","3","3","15880800","9","10361300","18870","11240","4852","97600","4800","328000","100","261400","4852","0","5","1","2137200","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","2","3","3","16100100","9","10959500","18870","11240","4852","100100","6400","328800","100","156400","4852","0","5","1","2222000","5","1","600"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","3","3","3","18223900","9","11959300","18870","11240","4852","170300","5100","369200","0","327800","4852","0","5","1","1586400","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","4","3","3","26187800","9","19368000","18870","11240","4852","139000","6900","426500","0","373900","4852","0","5","1","2263800","5","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","5","3","3","26342700","9","16505800","18870","11240","4852","1759500","9300","1355800","100","315900","4852","0","5","1","3140200","5","1","600"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","6","3","3","20798200","9","13010400","18870","11240","4852","468600","6400","625100","100","619100","4852","0","5","1","2937900","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","7","3","3","19276900","9","13485000","18870","11240","4852","108500","5000","511800","200","450700","4852","0","5","1","2589700","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","8","3","3","22422900","9","16097700","18870","11240","4852","96400","6300","450800","100","605000","4852","0","5","1","1931200","5","1","700"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","9","3","3","18757400","9","13320000","18870","11240","4852","87200","4400","699000","0","260000","4852","0","5","1","2452000","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","10","3","3","16492700","9","11023300","18870","11240","4852","89000","6200","407300","100","220100","4852","0","5","1","2596100","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","11","3","3","17735100","9","11839800","18870","11240","4852","150900","5600","377600","200","891200","4852","0","5","1","2747400","5","1","300"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","12","3","3","16088100","9","10876900","18870","11240","4852","91800","4300","453100","100","191900","4852","0","5","1","1661800","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","13","3","3","15916200","9","10961600","18870","11240","4852","89900","5200","332000","100","401500","4852","0","5","1","1656900","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","14","3","3","15381500","9","10532000","18870","11240","4852","86800","5000","403100","200","185100","4852","0","5","1","1633700","5","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","15","3","3","17318700","9","12024000","18870","11240","4852","108000","5200","528100","100","407300","4852","0","5","1","1715000","5","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","16","3","3","18091500","9","12405000","18870","11240","4852","95100","5900","361100","100","410900","4852","0","5","1","2410900","5","1","700"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","17","3","3","21116800","9","13489000","18870","11240","4852","103900","4600","711200","0","352500","4852","0","5","1","2382800","5","1","600"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","18","3","3","19044900","9","12797600","18870","11240","4852","117700","6400","512600","100","371200","4852","0","5","1","2303400","5","1","800"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","19","3","3","18683500","9","13426600","18870","11240","4852","106200","7500","539500","200","329200","4852","0","5","1","1906700","5","1","600"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","0","8","8","54912500","24","36870000","52945","31611","11037","297500","14000","1260200","300","1265800","11037","0","4","1","1809300","4","1","300"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","1","8","8","48718000","24","33677700","52945","31611","11037","225200","11800","1064100","300","819100","11037","0","4","1","1637900","4","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","2","8","8","50464400","24","32391200","52945","31611","11037","284900","13900","1316300","0","872900","11037","0","4","1","2818500","4","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","3","8","8","54237600","24","37168900","52945","31611","11037","232600","14100","1561100","100","607400","11037","0","4","1","2808600","4","1","500"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","4","8","8","53095100","24","36574100","52945","31611","11037","356000","12500","1454500","300","987100","11037","0","4","1","1564000","4","1","300"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","5","8","8","53700700","24","36418900","52945","31611","11037","210100","12100","1459700","200","840000","11037","0","4","1","2313700","4","1","700"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","6","8","8","51395100","24","33238600","52945","31611","11037","221800","12300","1758300","200","932200","11037","0","4","1","2363700","4","1","400"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","7","8","8","49275600","24","32501900","52945","31611","11037","242000","12600","922500","300","778400","11037","0","4","1","1700600","4","1","500"
