engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,0,2,2,4704500,6,2988300,9004,5260,2333,67200,2700,139000,100,36300,2333,0,5,1,1411500,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,1,2,2,4596900,6,2984200,9004,5260,2333,33500,1000,127000,100,38500,2333,0,5,1,1393000,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,2,2,2,4549900,6,2961700,9004,5260,2333,33300,800,125900,0,33600,2333,0,5,1,1368300,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,3,2,2,4571600,6,2965700,9004,5260,2333,33900,700,124000,0,35900,2333,0,5,1,1379400,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,4,2,2,4605200,6,3005000,9004,5260,2333,33600,800,128400,100,33500,2333,0,5,1,1409000,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,5,2,2,4624400,6,3027100,9004,5260,2333,34300,800,123500,0,32500,2333,0,5,1,1394300,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,6,2,2,4736900,6,3090800,9004,5260,2333,35500,700,126200,0,37800,2333,0,5,1,1416500,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,7,2,2,5805600,6,3954900,9004,5260,2333,35800,1600,150700,0,97000,2333,0,5,1,1413400,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,8,2,2,4759000,6,3139500,9004,5260,2333,35100,800,124300,0,36500,2333,0,5,1,1375300,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,9,2,2,4789600,6,3116300,9004,5260,2333,34500,1000,152400,0,42500,2333,0,5,1,1476300,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,10,2,2,5038300,6,3361400,9004,5260,2333,36700,1900,135300,100,30100,2333,0,5,1,1402200,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,11,2,2,4816800,6,3183200,9004,5260,2333,35600,1400,130800,0,38400,2333,0,5,1,1434400,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,12,2,2,4747500,6,3132400,9004,5260,2333,34500,1000,128800,100,31500,2333,0,5,1,1491800,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,13,2,2,4858400,6,3209000,9004,5260,2333,34700,1600,131300,100,39700,2333,0,5,1,1406100,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,14,2,2,4924700,6,3235900,9004,5260,2333,35500,1700,130300,100,31600,2333,0,5,1,1458600,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,15,2,2,4803100,6,3177700,9004,5260,2333,35800,1800,130200,0,31900,2333,0,5,1,1386200,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,16,2,2,4893300,6,3226500,9004,5260,2333,35800,1700,135600,100,32200,2333,0,5,1,1381600,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,17,2,2,4740900,6,3110300,9004,5260,2333,34000,1300,126700,0,32100,2333,0,5,1,1374400,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,18,2,2,4735900,6,3122800,9004,5260,2333,34200,1400,125800,100,38000,2333,0,5,1,1389500,5,1,500
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,ni,19,2,2,5202400,6,3516000,9004,5260,2333,34800,1500,131100,100,31700,2333,0,5,1,2028900,5,1,600
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,0,3,3,11266300,9,7882900,18870,11240,4852,82500,2300,281700,0,112100,4852,0,5,1,2519500,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,1,3,3,11379300,9,7951200,18870,11240,4852,85700,3300,290800,100,110500,4852,0,5,1,1362500,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,2,3,3,11127000,9,7728500,18870,11240,4852,90500,2800,280300,0,111200,4852,0,5,1,1459800,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,3,3,3,12121400,9,8575800,18870,11240,4852,82300,3200,277300,0,133400,4852,0,5,1,1380700,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,4,3,3,12085600,9,7898600,18870,11240,4852,81900,3200,425700,0,140600,4852,0,5,1,1394200,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,5,3,3,11612900,9,8028500,18870,11240,4852,85500,3700,274600,0,121900,4852,0,5,1,1496400,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,6,3,3,11989600,9,8459800,18870,11240,4852,88700,3400,285400,200,140100,4852,0,5,1,1370900,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,7,3,3,11257300,9,7868900,18870,11240,4852,83700,2500,280000,0,112700,4852,0,5,1,1394200,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,8,3,3,12244000,9,8595500,18870,11240,4852,80400,3600,298200,0,180500,4852,0,5,1,1446000,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,9,3,3,11336300,9,7913300,18870,11240,4852,83300,2800,274400,0,120700,4852,0,5,1,1361000,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,10,3,3,10806900,9,7436500,18870,11240,4852,84300,2700,272200,0,108600,4852,0,5,1,1371300,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,11,3,3,11164200,9,7404100,18870,11240,4852,81600,2600,276700,200,103100,4852,0,5,1,1456200,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,12,3,3,10725400,9,7376600,18870,11240,4852,83600,2300,273500,100,101000,4852,0,5,1,1374700,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,13,3,3,10913900,9,7573100,18870,11240,4852,80300,2900,271900,200,96800,4852,0,5,1,1360800,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,14,3,3,11115400,9,7705400,18870,11240,4852,82600,3100,276500,0,101000,4852,0,5,1,1423800,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,15,3,3,11416100,9,7949900,18870,11240,4852,81000,4300,274600,100,106000,4852,0,5,1,1413000,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,16,3,3,12547100,9,8105200,18870,11240,4852,86400,3800,285600,100,156300,4852,0,5,1,1811900,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,17,3,3,12754500,9,8553000,18870,11240,4852,83000,4000,304700,0,152200,4852,0,5,1,1545600,5,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,18,3,3,13263600,9,9510600,18870,11240,4852,89200,4200,339200,0,229600,4852,0,5,1,2064300,5,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,hao,19,3,3,13165100,9,9091600,18870,11240,4852,86000,3400,444800,100,279100,4852,0,5,1,1404000,5,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,0,8,8,38031000,24,25649000,52945,31611,11037,192000,10100,718300,300,495200,11037,0,4,1,1411800,4,1,500
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,1,8,8,42606300,24,28984700,52945,31611,11037,202900,8700,924700,200,707900,11037,0,4,1,1339000,4,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,2,8,8,36442100,24,24755500,52945,31611,11037,185100,6100,686600,200,413100,11037,0,4,1,1419300,4,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,3,8,8,35308600,24,24130900,52945,31611,11037,183800,6300,686200,200,396400,11037,0,4,1,1333900,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,4,8,8,42153900,24,26909000,52945,31611,11037,224000,12200,1442100,100,804000,11037,0,4,1,1645600,4,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,5,8,8,43055300,24,29717600,52945,31611,11037,192800,11200,944000,300,694200,11037,0,4,1,1419300,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,6,8,8,39435200,24,27757900,52945,31611,11037,187900,6700,726200,300,604400,11037,0,4,1,1360400,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,7,8,8,37855700,24,26088700,52945,31611,11037,199600,7600,735900,100,562100,11037,0,4,1,1390400,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,8,8,8,36986500,24,25574500,52945,31611,11037,209400,7300,734100,400,482700,11037,0,4,1,1351900,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,9,8,8,35365100,24,24175900,52945,31611,11037,184000,6000,687700,0,342400,11037,0,4,1,1357300,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,10,8,8,34544700,24,23437400,52945,31611,11037,187300,5600,710000,200,363600,11037,0,4,1,1335700,4,1,200
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,11,8,8,36465600,24,24124300,52945,31611,11037,191400,7800,716400,400,626900,11037,0,4,1,1365300,4,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,12,8,8,38335700,24,26405000,52945,31611,11037,200200,9800,751000,300,570500,11037,0,4,1,1375500,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,13,8,8,39536200,24,27268300,52945,31611,11037,221000,7400,929000,400,671400,11037,0,4,1,1371700,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,14,8,8,41192200,24,27515500,52945,31611,11037,194600,8600,904300,200,753800,11037,0,4,1,1417500,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,15,8,8,37745900,24,25630300,52945,31611,11037,187500,7300,723100,500,523200,11037,0,4,1,1854700,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,16,8,8,35997800,24,24690500,52945,31611,11037,186600,6300,696800,200,479300,11037,0,4,1,1372900,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,17,8,8,39023200,24,26813200,52945,31611,11037,208500,10500,835900,100,613800,11037,0,4,1,1391000,4,1,300
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,18,8,8,40374500,24,26197500,52945,31611,11037,189500,12000,784000,300,623300,11037,0,4,1,1477100,4,1,400
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhongguo,19,8,8,38398000,24,26767400,52945,31611,11037,191600,8200,794400,400,568200,11037,0,4,1,1338700,4,1,300
