"engine","track","schema_id","workload","input","sample_index","operation_count","process_key_calls","process_key_ns","translator_calls","translator_ns","lookup_views_visited","owned_candidates_materialized","candidates_sorted","candidate_sort_ns","userdb_merge_ns","filter_pipeline_ns","ranker_pipeline_ns","ai_merge_ns","candidates_stored","context_full_snapshot_candidates_cloned","context_page_snapshot_candidates_cloned","abi_get_context_calls","abi_get_context_ns","abi_candidates_exported","abi_free_context_calls","abi_free_context_ns","candidate_request_bounded_calls","candidate_request_unbounded_calls","candidate_request_page_limit_total","candidate_request_surplus_total","bounded_iterator_calls","bounded_iterator_limit_total","bounded_iterator_selected_total","bounded_iterator_full_count_total","full_list_translation_calls","full_list_fallback_count","exact_lookup_calls","exact_lookup_ns","exact_lookup_candidates","prefix_lookup_calls","prefix_lookup_ns","prefix_lookup_candidates","heap_exact_lookup_calls","heap_prefix_lookup_calls","no_marisa_compact_exact_lookup_calls","no_marisa_compact_prefix_lookup_calls","rsmarisa_exact_lookup_calls","rsmarisa_prefix_lookup_calls","abi_c_string_allocations","abi_c_string_bytes"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","0","2","2","110500","6","104300","222","40","40","100","400","2400","100","500","40","0","5","1","1100","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","37200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","1","2","2","111400","6","105100","222","40","40","100","300","2300","0","400","40","0","5","1","1000","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","37200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","2","2","2","109400","6","103500","222","40","40","0","300","2300","0","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","36300","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","3","2","2","109000","6","102800","222","40","40","100","400","2300","100","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36300","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","4","2","2","109500","6","103500","222","40","40","0","300","2300","0","400","40","0","5","1","1200","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36500","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","5","2","2","109100","6","103100","222","40","40","0","200","2200","100","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36600","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","6","2","2","108100","6","102400","222","40","40","0","300","2400","0","300","40","0","5","1","800","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","7","2","2","108600","6","102600","222","40","40","100","400","2300","100","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","8","2","2","154000","6","139500","222","40","40","100","900","4200","100","600","40","0","5","1","2100","5","1","300","2","0","10","30","2","40","40","40","0","0","2","4900","20","1","60800","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","9","2","2","129900","6","122400","222","40","40","100","400","2400","0","500","40","0","5","1","1100","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4600","20","1","40000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","10","2","2","115200","6","108900","222","40","40","0","300","2400","100","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","38400","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","11","2","2","112100","6","106000","222","40","40","0","300","2300","0","500","40","0","5","1","800","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","37200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","12","2","2","110900","6","104600","222","40","40","100","400","2400","0","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","36500","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","13","2","2","110400","6","104300","222","40","40","100","400","2300","0","400","40","0","5","1","1000","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36700","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","14","2","2","110200","6","104100","222","40","40","100","300","2400","200","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36400","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","15","2","2","110000","6","103900","222","40","40","100","300","2300","0","500","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36400","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","16","2","2","109800","6","103900","222","40","40","0","300","2300","100","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","36500","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","17","2","2","109700","6","103600","222","40","40","100","400","2400","0","400","40","0","5","1","800","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","36300","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","18","2","2","109300","6","103500","222","40","40","0","300","2400","200","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4300","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","19","2","2","109100","6","103000","222","40","40","100","400","2300","0","300","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","20","2","2","109100","6","103000","222","40","40","0","300","2400","100","500","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","21","2","2","109300","6","103300","222","40","40","100","300","2400","100","400","40","0","5","1","800","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","22","2","2","111300","6","104900","222","40","40","0","200","2400","0","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","37100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","23","2","2","109700","6","103600","222","40","40","200","400","2200","0","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","36700","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","24","2","2","109700","6","103400","222","40","40","100","300","2400","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36400","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","25","2","2","109100","6","102700","222","40","40","100","400","2500","0","500","40","0","5","1","1000","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","26","2","2","108700","6","102800","222","40","40","200","300","2300","100","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","27","2","2","108700","6","102900","222","40","40","0","400","2300","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","28","2","2","109100","6","103100","222","40","40","0","400","2400","100","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","29","2","2","109200","6","103100","222","40","40","200","400","2200","0","500","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","35900","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","30","2","2","109300","6","103100","222","40","40","200","300","2200","0","500","40","0","5","1","800","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36300","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","31","2","2","108900","6","102800","222","40","40","0","300","2300","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","32","2","2","109000","6","103100","222","40","40","200","200","2300","0","400","40","0","5","1","800","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36000","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","33","2","2","109100","6","103100","222","40","40","200","300","2200","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","34","2","2","109600","6","103500","222","40","40","0","300","2300","0","400","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","35","2","2","109200","6","103300","222","40","40","0","200","2200","0","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","36","2","2","109300","6","103200","222","40","40","200","200","2200","0","500","40","0","5","1","1000","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","37","2","2","109200","6","103300","222","40","40","100","300","2200","0","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","35900","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","38","2","2","115600","6","109100","222","40","40","100","300","2500","100","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","41300","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","39","2","2","109500","6","103600","222","40","40","0","200","2200","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","36500","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","40","2","2","108800","6","102900","222","40","40","100","200","2300","100","300","40","0","5","1","800","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","41","2","2","109200","6","103400","222","40","40","0","300","2200","0","400","40","0","5","1","800","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","42","2","2","109400","6","103500","222","40","40","100","200","2300","100","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36300","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","43","2","2","109200","6","103200","222","40","40","0","200","2200","100","300","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36400","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","44","2","2","108800","6","102800","222","40","40","100","300","2200","0","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","45","2","2","109100","6","103200","222","40","40","0","300","2200","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","46","2","2","109700","6","103400","222","40","40","0","300","2400","0","400","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4200","20","1","36100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","47","2","2","109300","6","103200","222","40","40","200","400","2300","0","500","40","0","5","1","900","5","1","200","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","36200","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","48","2","2","108700","6","102700","222","40","40","0","300","2400","100","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4000","20","1","35900","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","ni","49","2","2","109300","6","102900","222","40","40","100","400","2500","100","500","40","0","5","1","900","5","1","100","2","0","10","30","2","40","40","40","0","0","2","4100","20","1","36100","20","0","0","0","0","2","1","12","42"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","0","3","3","112600","9","101900","217","60","60","100","600","4500","100","900","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","29400","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","1","3","3","115800","9","105200","217","60","60","0","500","4100","0","700","60","0","5","1","1000","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","29800","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","2","3","3","114100","9","103900","217","60","60","0","600","4200","200","800","60","0","5","1","1000","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","30200","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","3","3","3","114000","9","103700","217","60","60","100","600","4300","0","700","60","0","5","1","800","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","30200","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","4","3","3","112600","9","102500","217","60","60","100","500","4200","0","800","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","29600","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","5","3","3","112200","9","101700","217","60","60","100","500","4200","200","800","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","29500","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","6","3","3","112400","9","102100","217","60","60","100","400","4200","0","800","60","0","5","1","1100","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","29200","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","7","3","3","112400","9","102100","217","60","60","200","500","4300","200","900","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","29200","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","8","3","3","120000","9","101400","217","60","60","200","400","12200","100","900","60","0","5","1","1100","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","29300","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","9","3","3","113900","9","103600","217","60","60","100","400","4000","0","700","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","30300","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","10","3","3","113400","9","103000","217","60","60","200","500","4300","200","800","60","0","5","1","1000","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","30200","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","11","3","3","111600","9","101300","217","60","60","100","500","4300","0","900","60","0","5","1","1000","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","29400","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","12","3","3","118400","9","108200","217","60","60","0","500","4200","100","700","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","36000","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","13","3","3","115300","9","105100","217","60","60","0","300","4200","0","900","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","32500","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","14","3","3","114500","9","104100","217","60","60","100","600","4500","0","800","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","32300","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","15","3","3","114400","9","104100","217","60","60","0","500","4200","200","900","60","0","5","1","800","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","32200","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","16","3","3","115300","9","104600","217","60","60","200","500","4600","200","800","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","31900","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","17","3","3","113100","9","102500","217","60","60","200","500","4300","0","700","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","30500","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","18","3","3","112900","9","102300","217","60","60","0","500","4600","100","800","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","30000","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","19","3","3","111200","9","100600","217","60","60","300","500","4300","200","800","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","28900","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","20","3","3","112900","9","102300","217","60","60","0","500","4700","200","800","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7300","29","2","29200","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","21","3","3","112200","9","101800","217","60","60","100","400","4300","0","900","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7200","29","2","29800","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","22","3","3","117100","9","106400","217","60","60","0","500","4300","0","900","60","0","5","1","1000","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","28800","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","23","3","3","110600","9","100500","217","60","60","0","400","4300","100","800","60","0","5","1","1000","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","29000","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","24","3","3","111200","9","101100","217","60","60","200","600","4200","100","700","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","28900","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","25","3","3","110500","9","100500","217","60","60","200","500","4200","100","700","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","29000","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","26","3","3","112600","9","102300","217","60","60","100","500","4300","100","800","60","0","5","1","1000","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7300","29","2","29600","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","27","3","3","112100","9","101700","217","60","60","100","500","4400","100","700","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","29800","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","28","3","3","112200","9","101500","217","60","60","100","400","4800","0","900","60","0","5","1","900","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","29400","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","29","3","3","112000","9","101500","217","60","60","100","500","4600","200","800","60","0","5","1","1000","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6900","29","2","29400","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","30","3","3","110600","9","100400","217","60","60","200","500","4300","200","900","60","0","5","1","800","5","1","100","3","0","15","45","3","60","60","60","0","0","3","7000","29","2","28800","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","31","3","3","110600","9","100600","217","60","60","100","400","4100","100","800","60","0","5","1","900","5","1","100","3","0","15","45","3","60","60","60","0","0","3","6800","29","2","28800","31","0","0","0","0","3","2","12","48"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","hao","32","3","3","110100","9","100000","217","60","60","300","400","4100","100","900","60","0","5","1","1000","5","1","200","3","0","15","45","3","60","60","60","0","0","3","7100","29","2","28800","31","0","0","0","0","3","2","12","48"
